School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,ADA_Accessible,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,School_Latitude,School_Longitude,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Location,School_Name_x,Graduates_2017,Enrollments_2017,Enrollment_Pct_2017,Num_Enrollments_Persisting_2017,Persistence_Pct_2017,School_Name_y,Num_Dropout_5yr_2017,Num_Grad_5yr_2017,Num_Students_Adjusted_2017,graduation_rates,dropout_rates,graduation_rates_imputed,dropout_rates_imputed,Persistence_Pct_2017_imputed,other_rates,enrollment_rates,persistence_rates,graduation_only,enrollment_only,check_total
609709,1340,46141,GAGE PARK HS,Gage Park High School,Neighborhood,HS,Y,N,N,N,"The mission of Gage Park High School is to inspire and prepare all students for college, career and citizenship through a rigorous course of study facilitated through inquiry and project-based learning.   VISION We the staff, parents, and community of Gage Park High School in the pursuit of academic excellence, are dedicated to the students whom we serve. The rigorous curriculum along with the experience and expertise of teachers will create well-rounded, life-long learners.   CORE BELIEFS & VALUES  RESPECT: We interact with integrity and with the best intentions in order to promote a positive environment.  TEAM WORK: We value each others' strengths, are open to change, and work together to productively solve problems. LEARNING: We strive to maintain an intellectually and emotionally engaging environment conducive to lifelong learning.  FAMILY AND COMMUNITY: We always welcome equal and active partners in our children s education while promoting diversity and healthy lifestyles. DEDICATIONS: We are Passionate about our work, value quality over quantity, and are willing to combat any challenge that we m",Principal,Tamika Ball,Assistant Principal,Thomas Peri,5630 S ROCKWELL ST,Chicago,Illinois,60629,7735359230,7735359411.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609709,http://www.gageparkhs.org,https://www.facebook.com/GageParkHS,https://twitter.com/GageParkHS,,,Y,"9,10,11,12",9-12,330,315,66,75,128,200,1,0,1,0,0,0,0,0,There are 330 students enrolled at GAGE PARK HS.  95.5% are Low Income Students.  20% are Diverse Learners.  22.7% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 60.6% of the student population.  The second greatest demographic is Black at 38.8%.,No/unknown accessibility,N,,,9:00 AM - 4:15 PM,9:00 AM - 4:15 PM,4:15 PM -6:15 PM,8:15 AM,"Spanish, Spanish for Heritage Speakers",Y,Y,Y,,,,,,"49, 55, 94",Green,,41.791013,-87.68895400000001,14.4,18.4,21.8,57.9,68.7,73.5,Level 2,Intensive Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Assistant Principal,Carmia Fuqua,Counselor's Office,Counselor-Leonel Gallegos,Administrator-Special Services,Dorothy Bowman,Attendance,Attendance Clerk-Suzanna Gutierrez,Sports Coordinator,Michael Martinez,"5630 S ROCKWELL ST
Chicago, Illinois 60629
(41.791013, -87.688954)",GAGE PARK HS,66.0,27.0,40.9,12.0,44.4,GAGE PARK HS,45.0,81.0,129.0,0.627906976744186,0.3488372093023256,0,0,0,0.023255813953488413,0.2568139534883721,0.11402539534883721,0.37109302325581395,0.1427885581395349,1.0000000000000002
610499,1045,49131,COLLINS HS,Collins Academy High School,Small,HS,Y,N,N,N,"The Collins Academy High School family develops “doers” – life-long Warriors – who empower and contribute to their communities.  As the hub of the North Lawndale community, we commit to the growth and success of all our students by providing: rigorous educational opportunities that incorporate social-emotional supports; integrated athletic, artistic, and technological experiences; and early college and career exposure to prepare students to think globally, serve locally.",Principal,Mrs.LeKenya Sanders-Sharpe,Assistant Principal,Mr. Thuet,1313 S SACRAMENTO DR,Chicago,Illinois,60623,7735341840,7735426471.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610499,http://auslchicago.org/schools/pages/collins,https://www.facebook.com/AUSLChicago,https://twitter.com/AUSLChicago,,,N,"9,10,11,12",9-12,256,255,59,1,251,4,0,0,0,0,0,0,1,0,There are 256 students enrolled at COLLINS HS.  99.6% are Low Income Students.  23% are Diverse Learners.  0.4% are Limited English Learners.,The largest demographic at COLLINS HS is Black.  This demographic makes up 98% of the student population.  The second greatest demographic is Hispanic at 1.6%.,Generally accessible,Y,,,08:00 AM - 03:15 PM,08:00 AM - 03:15PM,3:20-7:00pm,07:30 AM,Spanish,N,N,Y,,,,,,"12, 18, 52",,,41.864149,-87.702042,14.7,18.4,41.2,57.9,58.9,73.5,Level 3,Intensive Support,"This school received a Level 3 rating, which is the lowest rating of academic performance at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2016-2017,Academic Director,Mr. Leonard,Counselor-Admissions,Mrs. Castelaz,,,,,,,"1313 S SACRAMENTO DR
Chicago, Illinois 60623
(41.864149, -87.702042)",COLLINS HS,48.0,26.0,54.2,12.0,46.2,COLLINS HS,33.0,61.0,100.0,0.61,0.33,0,0,0,0.06000000000000005,0.33061999999999997,0.15274644,0.27938,0.17787355999999996,1.0
400124,9041,66107,YCCS - MCKINLEY,YCCS-Ada S. McKinley-Lakeside HS,Charter,HS,Y,N,N,N,YCCS McKinley,Director,Ms. Irma Plaxico,Assistant Principal,David Hester,2920 S WABASH AVE,Chicago,Illinois,60616,3129495010,3129495015.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400124,http://www.yccs.us/campuses,,,,,N,"9,10,11,12",9-12,124,121,29,2,117,7,0,0,0,0,0,0,0,0,There are 124 students enrolled at YCCS - MCKINLEY.  97.6% are Low Income Students.  23.4% are Diverse Learners.  1.6% are Limited English Learners.,The largest demographic at YCCS - MCKINLEY is Black.  This demographic makes up 94.4% of the student population.  The second greatest demographic is Hispanic at 5.6%.,No/unknown accessibility,N,,,8:15 AM - 4:30 PM,,,,,N,,Y,,,,,,29,Green,,41.841331,-87.625331,13.9,18.4,12.5,57.9,,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,,,,,,,,,,,"2920 S WABASH AVE
Chicago, Illinois 60616
(41.841331, -87.625331)",YCCS - MCKINLEY,98.0,12.0,12.2,4.0,33.3,,,,,0.8174267047506484,0.16762204931219016,1,1,0,0.014951245937161461,0.09972605797957909,0.03320877730719984,0.7177006467710693,0.06651728067237925,1.0
400173,9648,66801,PATHWAYS - BRIGHTON PARK HS,Pathways in Education- Brighton Park,Citywide-Option,HS,Y,N,N,N, ,Principal,Mr. Andrew Morgan,,,3124 W 47TH ST,Chicago,Illinois,60632,7735791220,7735791224.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400173,http://www.pathwaysedu.org,https://www.facebook.com/PathwaysInEducationIL,https://twitter.com/pathwaysil,,https://www.pinterest.com/PieIllinois/,N,"9,10,11,12",9-12,270,255,28,23,9,243,12,2,1,0,0,3,0,0,There are 270 students enrolled at PATHWAYS - BRIGHTON PARK HS.  94.4% are Low Income Students.  10.4% are Diverse Learners.  8.5% are Limited English Learners.,The largest demographic at PATHWAYS - BRIGHTON PARK HS is Hispanic.  This demographic makes up 90% of the student population.  The second greatest demographic is White at 4.4%.,No/unknown accessibility,N,,,,,,,,,,,,,,,,,,,41.808226,-87.70264499999999,14.6,18.4,22.4,57.9,,73.5,Level 2,Not Applicable,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2016-2017,,,,,,,,,,,"3124 W 47TH ST
Chicago, Illinois 60632
(41.808226, -87.702645)",PATHWAYS - BRIGHTON PARK HS,86.0,17.0,19.8,9.0,52.9,,,,,0.8924050632911392,0.08227848101265822,1,1,0,0.025316455696202556,0.17669620253164556,0.0934722911392405,0.7157088607594937,0.08322391139240506,1.0
400087,2490,66171,YOUNG WOMENS HS,Young Women's Leadership Charter School,Charter,HS,Y,N,N,N,"Young Women's Leadership, Chicago’s only all-girls public school, aims to prepare students to become ethical leaders and to pursue careers in math, science and technology.",Director,Dr. Vanesa Scott-Thompson,Counselor & Recruitment Manager,Renee Sherrod,2641 S CALUMET AVE,Chicago,Illinois,60616,3129499400,3129499142.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400087,http://www.ywlcs.org,https://www.facebook.com/ywlcs/,https://twitter.com/ywlcschicago,,,N,"9,10,11,12",9-12,198,183,62,0,183,9,4,0,0,0,0,2,0,0,There are 198 students enrolled at YOUNG WOMENS HS.  92.4% are Low Income Students.  31.3% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at YOUNG WOMENS HS is Black.  This demographic makes up 92.4% of the student population.  The second greatest demographic is Hispanic at 4.5%.,Generally accessible,Y,,,8:00 AM -3:10 PM,8:00 a.m. - 3:10 p.m.,,7:30 AM,Spanish,N,N,Y,,,,,,"1, 3, 4, 21",Red,Metra Electric District (ME),41.844544,-87.618724,15.7,18.4,61.4,57.9,66.7,73.5,Level 2+,Not Applicable,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,Assistant Principal,Taquia Hylton,College & Careeer Counselor,Danielle Nightingale,,,,,,,"2641 S CALUMET AVE
Chicago, Illinois 60616
(41.844544, -87.618724)",YOUNG WOMENS HS,51.0,46.0,90.2,32.0,69.6,YOUNG WOMENS HS,22.0,48.0,71.0,0.676056338028169,0.30985915492957744,0,0,0,0.014084507042253502,0.6098028169014085,0.42442276056338024,0.06625352112676053,0.18538005633802823,0.9999999999999999
400134,9051,66618,YCCS - ADDAMS,YCCS-Jane Addams Alternative HS,Charter,HS,Y,N,N,N, ,Director,Ms. Theresa Comparini,,,1814 S UNION AVE,Chicago,Illinois,60616,3125631748,3125631756.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400134,http://www.jahs.org,,,,,N,"9,10,11,12",9-12,161,155,24,10,43,110,6,1,0,0,0,1,0,0,There are 161 students enrolled at YCCS - ADDAMS.  96.3% are Low Income Students.  14.9% are Diverse Learners.  6.2% are Limited English Learners.,The largest demographic at YCCS - ADDAMS is Hispanic.  This demographic makes up 68.3% of the student population.  The second greatest demographic is Black at 26.7%.,No/unknown accessibility,Y,,,8:30 AM - 3:10 PM,,,,,,,,,,,,,"18, 8, 21",Orange,,41.857208,-87.644888,13.1,18.4,16.7,57.9,,73.5,Level 1+,Not Applicable,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,,,,,,,,,,,"1814 S UNION AVE
Chicago, Illinois 60616
(41.857208, -87.644888)",YCCS - ADDAMS,109.0,25.0,22.9,13.0,52.0,,,,,0.8174267047506484,0.16762204931219016,1,1,0,0.014951245937161461,0.18719071538789847,0.0973391720017072,0.6302359893627499,0.08985154338619127,1.0
609716,1410,46191,KELVYN PARK HS,Kelvyn Park High School,Neighborhood,HS,Y,Y,N,N,Kelvyn Park offers a variety of opportunities for students to learn and receive support in small settings.,Principal,Leticia Hernandez,,,4343 W WRIGHTWOOD AVE,Chicago,Illinois,60639,7735344200,7735344507.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609716,http://www.kelvynparkhs.org,,https://twitter.com/CPSKelvynPark,,,Y,"7,8,9,10,11,12",7-12,445,415,88,146,31,402,7,0,2,0,0,1,1,1,There are 445 students enrolled at KELVYN PARK HS.  93.3% are Low Income Students.  19.8% are Diverse Learners.  32.8% are Limited English Learners.,The largest demographic at KELVYN PARK HS is Hispanic.  This demographic makes up 90.3% of the student population.  The second greatest demographic is Black at 7%.,Fully Accessible,Y,,,8:05-3:25,8:05 AM - 3:20 PM,3:25PM - 6:00 PM,7:30 AM,Spanish,Y,N,Y,,,,,,"74, 76",Blue,Milwaukee District North (MD-N),41.927918,-87.73599899999999,15.0,18.4,36.2,57.9,69.8,73.5,Level 2,Intensive Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,,,,,,,,,,,"4343 W WRIGHTWOOD AVE
Chicago, Illinois 60639
(41.927918, -87.735999)",KELVYN PARK HS,88.0,36.0,40.9,19.0,52.8,KELVYN PARK HS,53.0,115.0,175.0,0.6571428571428571,0.3028571428571429,0,0,0,0.040000000000000036,0.26877142857142855,0.14191131428571427,0.3883714285714286,0.12686011428571428,1.0
609746,1710,46361,KENWOOD HS,Kenwood Academy High School,Neighborhood,HS,Y,Y,N,N,"Kenwood emphasizes the importance of literacy, math, computer technology and personalized learning in a student’s education, fostering intelligent, creative and socially responsible global citizens.",Principal,Gregory L Jones,Assistant Principal,Karen A Calloway,5015 S BLACKSTONE AVE,Chicago,Illinois,60615,7735351350,7735351360.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609746,http://www.kenwoodacademy.org,,,,,Y,"7,8,9,10,11,12",7-12,1763,1060,109,16,1468,78,91,51,5,0,0,38,2,30,There are 1763 students enrolled at KENWOOD HS.  60.1% are Low Income Students.  6.2% are Diverse Learners.  0.9% are Limited English Learners.,The largest demographic at KENWOOD HS is Black.  This demographic makes up 83.3% of the student population.  The second greatest demographic is White at 5.2%.,Generally accessible,N,,,9:00  AM - 4:15  PM,9:00 AM - 4:15 PM,4:15 PM - 6:45 PM,8:00 AM,"Chinese, French, Latin, Spanish",Y,N,Y,,,Y,,,"2, 6, 15, 28, X28",Blue,Metra Electric District (ME),41.803771999999995,-87.59042099999999,19.2,18.4,78.3,57.9,84.6,73.5,Level 1+,Good Standing,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,,,,,,,,,,,"5015 S BLACKSTONE AVE
Chicago, Illinois 60615
(41.803772, -87.590421)",KENWOOD HS,360.0,299.0,83.1,213.0,71.2,KENWOOD HS,36.0,296.0,343.0,0.8629737609329446,0.10495626822157435,0,0,0,0.03206997084548102,0.7171311953352769,0.5105974110787171,0.14584256559766773,0.20653378425655977,1.0
400066,1964,66056,PERSPECTIVES - MATH & SCI HS,Perspectives - Math and Science Academy,Charter,HS,Y,Y,Y,N,"Perspectives/IIT fosters innovative critical thinkers through scientific inquiry and problem solving, supported by newly renovated science labs and industry-sponsored scientific opportunities.",Director,Mr. Stephen Todd,Assistant Principal,Enoch Smith,3663 S WABASH AVE,Chicago,Illinois,60653,7733586800,7733586055.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400066,http://www.pcsedu.org,https://www.facebook.com/perspectivescs,https://twitter.com/pcsedu,,,N,"6,7,8,9,10,11,12",6-12,445,400,90,4,430,13,1,0,0,0,0,1,0,0,There are 445 students enrolled at PERSPECTIVES - MATH & SCI HS.  89.9% are Low Income Students.  20.2% are Diverse Learners.  0.9% are Limited English Learners.,The largest demographic at PERSPECTIVES - MATH & SCI HS is Black.  This demographic makes up 96.6% of the student population.  The second greatest demographic is Hispanic at 2.9%.,Generally accessible,Y,,,8:00 AM-3:20 PM,8:00 AM-3:20 PM,3:30 pm-5:00 pm,,Spanish,N,N,Y,,,,,,"1, 29, 35",Green,,41.827784,-87.624788,17.3,18.4,62.3,57.9,78.1,73.5,Level 1,Not Applicable,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,,,,,,,,,,,"3663 S WABASH AVE
Chicago, Illinois 60653
(41.827784, -87.624788)",PERSPECTIVES - MATH & SCI HS,88.0,67.0,76.1,40.0,59.7,PERSPECTIVES - MATH & SCI HS,24.0,81.0,107.0,0.7570093457943925,0.22429906542056074,0,0,0,0.01869158878504673,0.5760841121495326,0.343922214953271,0.1809252336448599,0.23216189719626157,1.0
610570,9635,65014,OMBUDSMAN - SOUTH HS,Ombudsman Chicago- South,Citywide-Option,HS,Y,N,N,N, ,Principal,Mr. Igbazenda Tighil,Principal,Audry Blinstrup,6057 S WESTERN AVE,Chicago,Illinois,60636,7734985085,7734247291.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=610570,http://www.ombudsmancps.com,https://www.facebook.com/ombudsmaneducation,https://twitter.com/ombudsmaned,http://www.youtube.com/OmbudsmanEducation,,N,"9,10,11,12",9-12,474,438,78,38,229,236,5,0,1,0,0,3,0,0,There are 474 students enrolled at OMBUDSMAN - SOUTH HS.  92.4% are Low Income Students.  16.5% are Diverse Learners.  8% are Limited English Learners.,The largest demographic at OMBUDSMAN - SOUTH HS is Hispanic.  This demographic makes up 49.8% of the student population.  The second greatest demographic is Black at 48.3%.,No/unknown accessibility,Y,,,7:30 am - 4:30 pm,,,,,,,,,,,,,,,,41.783027000000004,-87.683635,14.1,18.4,12.8,57.9,,73.5,Level 2,Not Applicable,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2016-2017,,,,,,,,,,,"6057 S WESTERN AVE
Chicago, Illinois 60636
(41.783027, -87.683635)",OMBUDSMAN - SOUTH HS,78.0,19.0,24.4,10.0,52.6,,,,,0.8044113092795377,0.16242111532161882,1,1,0,0.03316757539884341,0.1962763594642072,0.103241365078173,0.6081349498153306,0.09303499438603421,1.0
609704,1300,53091,FARRAGUT HS,David G Farragut Career Academy High School,Neighborhood,HS,Y,N,N,Y,Farragut Career Academy's mission is to empower students to become life-long productive thinkers and responsible citizens through challenging curricula emphasizing community and global awareness. ,Principal,Tonya Hammaker,Assistant Principal,Cecily Langford,2345 S CHRISTIANA AVE,Chicago,Illinois,60623,7735341300,7735341336.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=609704,http://www.fcaib.org,https://www.facebook.com/FarragutCareerAcademy,,,,Y,"PK,9,10,11,12","PK,9-12",731,703,166,206,60,658,4,0,2,0,0,0,0,7,There are 731 students enrolled at FARRAGUT HS.  96.2% are Low Income Students.  22.7% are Diverse Learners.  28.2% are Limited English Learners.,The largest demographic at FARRAGUT HS is Hispanic.  This demographic makes up 90% of the student population.  The second greatest demographic is Black at 8.2%.,No/unknown accessibility,Y,Half Day,Full Day,9:00  AM - 4:08  PM,,Main Office: Open Until 5:00 p.m.,,"Spanish, Spanish for Heritage Speakers",Y,N,Y,,,Y,,,"21, 52, 82",Pink,,41.84856,-87.708706,15.2,18.4,37.8,57.9,65.3,73.5,Level 2,Intensive Support,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2016-2017,Admissions/Enrollments,Abla Ayesh,Assistant Principal,Ernesto Saldivar,,,,,,,"2345 S CHRISTIANA AVE
Chicago, Illinois 60623
(41.84856, -87.708706)",FARRAGUT HS,170.0,79.0,46.5,46.0,58.2,FARRAGUT HS,82.0,161.0,257.0,0.6264591439688716,0.31906614785992216,0,0,0,0.054474708171206254,0.2913035019455253,0.16953863813229572,0.3351556420233463,0.12176486381322957,1.0
400147,9066,63141,CAMELOT - EXCEL HS,Chicago Excel Academy,Citywide-Option,HS,Y,N,N,N,School,Principal,Ms. Rasheika Singleton,,,1257 W 111TH ST,Chicago,Illinois,60643,7736298379,7736298736.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400147,http://cameloteducation.org/excel-academy-of-roseland/,,,,,N,"9,10,11,12",9-12,260,239,55,2,249,9,0,0,0,0,0,2,0,0,There are 260 students enrolled at CAMELOT - EXCEL HS.  91.9% are Low Income Students.  21.2% are Diverse Learners.  0.8% are Limited English Learners.,The largest demographic at CAMELOT - EXCEL HS is Black.  This demographic makes up 95.8% of the student population.  The second greatest demographic is Hispanic at 3.5%.,No/unknown accessibility,Y,,,,,,,,,,Y,,,,,,111,,,41.691953000000005,-87.654248,13.4,18.4,7.5,57.9,,73.5,Level 1,Provisional Support,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2016-2017,,,,,,,,,,,"1257 W 111TH ST
Chicago, Illinois 60643
(41.691953, -87.654248)",CAMELOT - EXCEL HS,75.0,17.0,22.7,5.0,29.4,,,,,0.7414859701968631,0.22273537910669675,1,1,0,0.03577865069644015,0.16831731523468793,0.04948529067899825,0.5731686549621752,0.11883202455568968,0.9999999999999999
400128,9045,66612,YCCS - CCA ACADEMY,YCCS-CCA Academy HS,Charter,HS,Y,N,N,N,YCCS CHTR-CCA Academy,Director,Ms. Nahid Zahedi,Academic Dean,Dr. Genessa Schulz,1231 S PULASKI RD,Chicago,Illinois,60623,7737622272,7737622065.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400128,http://ccaacademy.org/,https://www.facebook.com/CCA1978/,,https://www.youtube.com/channel/UCGhwshwqspzYR-4vd4hsQwA,,N,"9,10,11,12",9-12,134,128,31,0,133,0,0,0,0,0,0,0,0,1,There are 134 students enrolled at YCCS - CCA ACADEMY.  95.5% are Low Income Students.  23.1% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at YCCS - CCA ACADEMY is Black.  This demographic makes up 99.3% of the student population.  The second greatest demographic is Other at 0.7%.,No/unknown accessibility,N,,,8:20 AM - 3:48 AM,,,,,N,,Y,,,,,,"12, 53",Blue,,41.864943,-87.723662,13.4,18.4,6.3,57.9,,73.5,Level 1,Not Applicable,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,Director of Operations,Van Marshall,,,,,,,,,"1231 S PULASKI RD
Chicago, Illinois 60623
(41.864943, -87.723662)",YCCS - CCA ACADEMY,72.0,12.0,16.7,6.0,50.0,,,,,0.7578150177247824,0.22063325813728651,1,1,0,0.02155172413793105,0.12655510796003866,0.06327755398001933,0.6312599097647438,0.06327755398001933,1.0
400033,2420,66061,CICS - LONGWOOD,CICS - Longwood,Charter,HS,Y,Y,Y,N,"CICS Longwood strives to support students in any way they need to succeed, providing multiple opportunities, including evening school programs, for students to reach their full academic potential.",Director,Ms. Kenyatta Starks,Director,Kenyatta Stansberry,1309 W 95TH ST,Chicago,Illinois,60643,7732385330,7732385350.0,http://cps.edu/Schools/Pages/school.aspx?SchoolID=400033,http://www.longwoodcharter.org,https://www.facebook.com/csusahq,https://twitter.com/CSUSAhq,http://www.youtube.com/CharterSchoolsUSA,,N,"3,4,5,6,7,8,9,10,11,12",3-12,1329,1221,230,9,1307,8,2,0,0,0,0,4,0,8,There are 1329 students enrolled at CICS - LONGWOOD.  91.9% are Low Income Students.  17.3% are Diverse Learners.  0.7% are Limited English Learners.,The largest demographic at CICS - LONGWOOD is Black.  This demographic makes up 98.3% of the student population.  The second greatest demographic is Other at 0.9%.,No/unknown accessibility,Y,,,8:00 AM-3:20 PM,8:30 a.m. - 3:00 p.m.,3:30 PM - 6:00 PM,7:30 AM,,N,N,Y,,,,,,"9, 95W",,Rock Island District (RI),41.721221,-87.65576800000001,15.4,18.4,64.9,57.9,82.6,73.5,Level 2,Not Applicable,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP).  To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2016-2017,,,,,,,,,,,"1309 W 95TH ST
Chicago, Illinois 60643
(41.721221, -87.655768)",CICS - LONGWOOD,100.0,60.0,60.0,35.0,58.3,CICS - LONGWOOD,31.0,99.0,135.0,0.7333333333333333,0.22962962962962963,0,0,0,0.03703703703703709,0.44,0.25651999999999997,0.2933333333333333,0.18348000000000003,1.0
